Carga,Tempo (ms),Carga %,Tempo (min)
64.4,78312,64.4%,1.3052
64.3,78422,64.3%,1.3070333333333333
64.3,78532,64.3%,1.3088666666666666
64.2,78642,64.2%,1.3107
64.2,78752,64.2%,1.3125333333333333
64.1,78862,64.1%,1.3143666666666667
64.1,78972,64.1%,1.3162
64.0,79082,64.0%,1.3180333333333334
64.0,79193,64.0%,1.3198833333333333
63.9,79302,63.9%,1.3217
63.9,79412,63.9%,1.3235333333333332
63.8,79522,63.8%,1.3253666666666666
63.8,79632,63.8%,1.3272
63.7,79742,63.7%,1.3290333333333333
63.7,79852,63.7%,1.3308666666666666
63.6,79963,63.6%,1.3327166666666668
63.6,80072,63.6%,1.3345333333333333
63.5,80182,63.5%,1.3363666666666667
63.5,80292,63.5%,1.3382
63.4,80402,63.4%,1.3400333333333334
63.4,80513,63.4%,1.3418833333333333
63.3,80622,63.3%,1.3437
63.3,80733,63.3%,1.34555
63.2,80842,63.2%,1.3473666666666666
63.2,80953,63.2%,1.3492166666666667
63.1,81062,63.1%,1.3510333333333333
63.1,81173,63.1%,1.3528833333333334
63.0,81283,63.0%,1.3547166666666666
63.0,81393,63.0%,1.35655
62.9,81503,62.9%,1.3583833333333333
62.9,81613,62.9%,1.3602166666666666
62.8,81723,62.8%,1.36205
62.8,81833,62.8%,1.3638833333333333
62.7,81943,62.7%,1.3657166666666667
62.7,82053,62.7%,1.36755
62.6,82163,62.6%,1.3693833333333334
62.6,82273,62.6%,1.3712166666666668
62.5,82383,62.5%,1.37305
62.5,82493,62.5%,1.3748833333333332
62.4,82604,62.4%,1.3767333333333334
62.4,82713,62.4%,1.37855
62.3,82824,62.3%,1.3804
62.3,82933,62.3%,1.3822166666666666
62.2,83044,62.2%,1.3840666666666666
62.2,83153,62.2%,1.3858833333333334
62.1,83263,62.1%,1.3877166666666667
62.1,83374,62.1%,1.3895666666666666
62.0,83483,62.0%,1.3913833333333334
62.0,83594,62.0%,1.3932333333333333
61.9,83703,61.9%,1.39505
61.9,83814,61.9%,1.3969
61.8,83923,61.8%,1.3987166666666666
61.8,84034,61.8%,1.4005666666666667
61.7,84144,61.7%,1.4024
61.7,84254,61.7%,1.4042333333333332
61.6,84364,61.6%,1.4060666666666666
61.6,84474,61.6%,1.4079
61.5,84584,61.5%,1.4097333333333333
61.5,84694,61.5%,1.4115666666666666
61.4,84804,61.4%,1.4134
61.4,84914,61.4%,1.4152333333333333
61.3,85024,61.3%,1.4170666666666667
61.3,85134,61.3%,1.4189
61.2,85244,61.2%,1.4207333333333334
61.2,85354,61.2%,1.4225666666666668
61.1,85465,61.1%,1.4244166666666667
61.1,85574,61.1%,1.4262333333333332
61.0,85685,61.0%,1.4280833333333334
61.0,85794,61.0%,1.4299
60.9,85905,60.9%,1.43175
60.9,86014,60.9%,1.4335666666666667
60.8,86125,60.8%,1.4354166666666666
60.8,86235,60.8%,1.43725
60.7,86345,60.7%,1.4390833333333333
60.7,86455,60.7%,1.4409166666666666
60.6,86564,60.6%,1.4427333333333334
60.6,86675,60.6%,1.4445833333333333
60.5,86785,60.5%,1.4464166666666667
60.5,86895,60.5%,1.44825
60.4,87005,60.4%,1.4500833333333334
60.4,87115,60.4%,1.4519166666666667
60.3,87225,60.3%,1.45375
60.3,87335,60.3%,1.4555833333333332
60.2,87445,60.2%,1.4574166666666666
60.2,87556,60.2%,1.4592666666666667
60.1,87665,60.1%,1.4610833333333333
60.1,87776,60.1%,1.4629333333333334
60.0,87885,60.0%,1.46475
60.0,87995,60.0%,1.4665833333333333
59.9,88105,59.9%,1.4684166666666667
59.9,88216,59.9%,1.4702666666666666
59.8,88326,59.8%,1.4721
59.8,88436,59.8%,1.4739333333333333
59.7,88546,59.7%,1.4757666666666667
59.7,88656,59.7%,1.4776
59.6,88767,59.6%,1.47945
59.6,88877,59.6%,1.4812833333333333
59.5,88987,59.5%,1.4831166666666666
59.5,89097,59.5%,1.48495
59.4,89207,59.4%,1.4867833333333333
59.4,89317,59.4%,1.4886166666666667
59.3,89427,59.3%,1.49045
59.3,89537,59.3%,1.4922833333333334
59.2,89648,59.2%,1.4941333333333333
59.2,89757,59.2%,1.49595
59.1,89868,59.1%,1.4978
59.1,89977,59.1%,1.4996166666666666
59.0,90088,59.0%,1.5014666666666667
59.0,90198,59.0%,1.5033
58.9,90308,58.9%,1.5051333333333334
58.9,90419,58.9%,1.5069833333333333
58.8,90528,58.8%,1.5088
58.8,90639,58.8%,1.51065
58.7,90748,58.7%,1.5124666666666666
58.7,90859,58.7%,1.5143166666666668
58.6,90969,58.6%,1.51615
58.6,91079,58.6%,1.5179833333333332
58.5,91189,58.5%,1.5198166666666666
58.5,91299,58.5%,1.52165
58.4,91409,58.4%,1.5234833333333333
58.4,91520,58.4%,1.5253333333333334
58.3,91629,58.3%,1.52715
58.3,91740,58.3%,1.529
58.2,91849,58.2%,1.5308166666666667
58.2,91960,58.2%,1.5326666666666666
58.1,92069,58.1%,1.5344833333333334
58.1,92180,58.1%,1.5363333333333333
58.0,92291,58.0%,1.5381833333333332
58.0,92400,58.0%,1.54
57.9,92511,57.9%,1.54185
57.9,92620,57.9%,1.5436666666666667
57.8,92731,57.8%,1.5455166666666666
57.8,92840,57.8%,1.5473333333333332
57.7,92951,57.7%,1.5491833333333334
57.7,93061,57.7%,1.5510166666666667
57.6,93171,57.6%,1.55285
57.6,93281,57.6%,1.5546833333333334
57.5,93391,57.5%,1.5565166666666668
57.5,93501,57.5%,1.55835
57.4,93612,57.4%,1.5602
57.4,93721,57.4%,1.5620166666666666
57.3,93832,57.3%,1.5638666666666667
57.3,93942,57.3%,1.5657
57.2,94052,57.2%,1.5675333333333332
57.2,94162,57.2%,1.5693666666666666
57.1,94272,57.1%,1.5712
57.1,94383,57.1%,1.57305
57.0,94492,57.0%,1.5748666666666666
57.0,94603,57.0%,1.5767166666666668
56.9,94712,56.9%,1.5785333333333333
56.9,94823,56.9%,1.5803833333333333
56.8,94932,56.8%,1.5822
56.8,95043,56.8%,1.58405
56.7,95153,56.7%,1.5858833333333333
56.7,95263,56.7%,1.5877166666666667
56.6,95374,56.6%,1.5895666666666666
56.6,95483,56.6%,1.5913833333333334
56.5,95594,56.5%,1.5932333333333333
56.5,95704,56.5%,1.5950666666666666
56.4,95814,56.4%,1.5969
56.4,95924,56.4%,1.5987333333333333
56.3,96034,56.3%,1.6005666666666667
56.3,96144,56.3%,1.6024
56.2,96254,56.2%,1.6042333333333334
56.2,96364,56.2%,1.6060666666666668
56.1,96475,56.1%,1.6079166666666667
56.1,96584,56.1%,1.6097333333333332
56.0,96695,56.0%,1.6115833333333334
56.0,96805,56.0%,1.6134166666666667
55.9,96915,55.9%,1.61525
55.9,97026,55.9%,1.6171
55.8,97135,55.8%,1.6189166666666666
55.8,97246,55.8%,1.6207666666666667
55.7,97355,55.7%,1.6225833333333333
55.7,97466,55.7%,1.6244333333333334
55.6,97575,55.6%,1.62625
55.6,97686,55.6%,1.6281
55.5,97796,55.5%,1.6299333333333332
55.5,97906,55.5%,1.6317666666666666
55.4,98017,55.4%,1.6336166666666667
55.4,98126,55.4%,1.6354333333333333
55.3,98237,55.3%,1.6372833333333334
55.3,98347,55.3%,1.6391166666666668
55.2,98457,55.2%,1.64095
55.2,98567,55.2%,1.6427833333333333
55.1,98677,55.1%,1.6446166666666666
55.1,98787,55.1%,1.64645
55.0,98897,55.0%,1.6482833333333333
55.0,99007,55.0%,1.6501166666666667
54.9,99118,54.9%,1.6519666666666666
54.9,99227,54.9%,1.6537833333333334
54.8,99338,54.8%,1.6556333333333333
54.8,99447,54.8%,1.65745
54.7,99558,54.7%,1.6593
54.7,99667,54.7%,1.6611166666666666
54.6,99778,54.6%,1.6629666666666667
54.6,99888,54.6%,1.6648
54.5,99998,54.5%,1.6666333333333334
54.5,100108,54.5%,1.6684666666666668
54.4,100218,54.4%,1.6703
54.4,100328,54.4%,1.6721333333333332
54.3,100439,54.3%,1.6739833333333334
54.3,100549,54.3%,1.6758166666666667
54.2,100659,54.2%,1.67765
54.2,100769,54.2%,1.6794833333333334
54.1,100880,54.1%,1.6813333333333333
54.1,100989,54.1%,1.68315
54.0,101100,54.0%,1.685
54.0,101210,54.0%,1.6868333333333334
53.9,101320,53.9%,1.6886666666666668
53.9,101431,53.9%,1.6905166666666667
53.8,101540,53.8%,1.6923333333333332
53.8,101651,53.8%,1.6941833333333334
53.7,101761,53.7%,1.6960166666666667
53.7,101871,53.7%,1.69785
53.6,101982,53.6%,1.6997
53.6,102091,53.6%,1.7015166666666666
53.5,102202,53.5%,1.7033666666666667
53.5,102311,53.5%,1.7051833333333333
53.4,102422,53.4%,1.7070333333333334
53.4,102533,53.4%,1.7088833333333333
53.3,102642,53.3%,1.7107
53.3,102753,53.3%,1.71255
53.2,102863,53.2%,1.7143833333333334
53.2,102973,53.2%,1.7162166666666667
53.1,103084,53.1%,1.7180666666666666
53.1,103193,53.1%,1.7198833333333334
53.0,103304,53.0%,1.7217333333333333
53.0,103413,53.0%,1.72355
52.9,103524,52.9%,1.7254
52.9,103634,52.9%,1.7272333333333334
52.8,103744,52.8%,1.7290666666666668
52.8,103855,52.8%,1.7309166666666667
52.7,103965,52.7%,1.73275
52.7,104075,52.7%,1.7345833333333334
52.6,104185,52.6%,1.7364166666666667
52.6,104295,52.6%,1.73825
52.5,104406,52.5%,1.7401
52.5,104515,52.5%,1.7419166666666666
52.4,104626,52.4%,1.7437666666666667
52.4,104736,52.4%,1.7456
52.3,104846,52.3%,1.7474333333333334
52.3,104956,52.3%,1.7492666666666667
52.2,105066,52.2%,1.7511
52.2,105177,52.2%,1.75295
52.1,105287,52.1%,1.7547833333333334
52.1,105397,52.1%,1.7566166666666667
52.0,105507,52.0%,1.75845
52.0,105618,52.0%,1.7603
51.9,105728,51.9%,1.7621333333333333
51.9,105838,51.9%,1.7639666666666667
51.8,105949,51.8%,1.7658166666666666
51.8,106058,51.8%,1.7676333333333334
51.7,106169,51.7%,1.7694833333333333
51.7,106279,51.7%,1.7713166666666667
51.6,106389,51.6%,1.77315
51.6,106500,51.6%,1.775
51.5,106609,51.5%,1.7768166666666667
51.5,106720,51.5%,1.7786666666666666
51.4,106830,51.4%,1.7805
51.4,106940,51.4%,1.7823333333333333
51.3,107051,51.3%,1.7841833333333332
51.3,107160,51.3%,1.786
51.2,107271,51.2%,1.78785
51.2,107381,51.2%,1.7896833333333333
51.1,107492,51.1%,1.7915333333333334
51.1,107601,51.1%,1.79335
51.0,107712,51.0%,1.7952
51.0,107822,51.0%,1.7970333333333333
50.9,107932,50.9%,1.7988666666666666
50.9,108043,50.9%,1.8007166666666667
50.8,108152,50.8%,1.8025333333333333
50.8,108263,50.8%,1.8043833333333332
50.7,108372,50.7%,1.8062
50.7,108483,50.7%,1.80805
50.6,108594,50.6%,1.8099
50.6,108703,50.6%,1.8117166666666666
50.5,108814,50.5%,1.8135666666666668
50.5,108923,50.5%,1.8153833333333333
50.4,109034,50.4%,1.8172333333333333
50.4,109145,50.4%,1.8190833333333334
50.3,109254,50.3%,1.8209
50.3,109365,50.3%,1.82275
50.2,109474,50.2%,1.8245666666666667
50.2,109585,50.2%,1.8264166666666666
50.1,109696,50.1%,1.8282666666666667
50.1,109805,50.1%,1.8300833333333333
50.0,109916,50.0%,1.8319333333333334
50.0,110025,50.0%,1.83375
49.9,110136,49.9%,1.8356
49.9,110246,49.9%,1.8374333333333333
49.8,110356,49.8%,1.8392666666666666
49.8,110467,49.8%,1.8411166666666667
49.7,110577,49.7%,1.84295
49.7,110687,49.7%,1.8447833333333334
49.6,110797,49.6%,1.8466166666666666
49.6,110908,49.6%,1.8484666666666667
49.5,111017,49.5%,1.8502833333333333
49.5,111128,49.5%,1.8521333333333334
49.4,111239,49.4%,1.8539833333333333
49.4,111349,49.4%,1.8558166666666667
49.3,111459,49.3%,1.85765
49.3,111569,49.3%,1.8594833333333334
49.2,111680,49.2%,1.8613333333333333
49.2,111790,49.2%,1.8631666666666666
49.1,111900,49.1%,1.865
49.1,112011,49.1%,1.86685
49.0,112120,49.0%,1.8686666666666667
49.0,112231,49.0%,1.8705166666666666
48.9,112342,48.9%,1.8723666666666667
48.9,112451,48.9%,1.8741833333333333
48.8,112562,48.8%,1.8760333333333334
48.8,112672,48.8%,1.8778666666666666
48.7,112782,48.7%,1.8797
48.7,112892,48.7%,1.8815333333333333
48.6,113003,48.6%,1.8833833333333334
48.6,113113,48.6%,1.8852166666666668
48.5,113223,48.5%,1.88705
48.5,113334,48.5%,1.8889
48.4,113444,48.4%,1.8907333333333334
48.4,113554,48.4%,1.8925666666666667
48.3,113665,48.3%,1.8944166666666666
48.3,113775,48.3%,1.89625
48.2,113885,48.2%,1.8980833333333333
48.2,113995,48.2%,1.8999166666666667
48.1,114106,48.1%,1.9017666666666666
48.1,114215,48.1%,1.9035833333333334
48.0,114326,48.0%,1.9054333333333333
48.0,114437,48.0%,1.9072833333333334
47.9,114546,47.9%,1.9091
47.9,114657,47.9%,1.91095
47.8,114767,47.8%,1.9127833333333333
47.8,114877,47.8%,1.9146166666666666
47.7,114988,47.7%,1.9164666666666668
47.7,115098,47.7%,1.9183
47.6,115209,47.6%,1.92015
47.6,115318,47.6%,1.9219666666666666
47.5,115429,47.5%,1.9238166666666667
47.5,115539,47.5%,1.92565
47.4,115649,47.4%,1.9274833333333334
47.4,115760,47.4%,1.9293333333333333
47.3,115870,47.3%,1.9311666666666667
47.3,115980,47.3%,1.933
47.2,116090,47.2%,1.9348333333333334
47.2,116201,47.2%,1.9366833333333333
47.1,116311,47.1%,1.9385166666666667
47.1,116421,47.1%,1.94035
47.0,116532,47.0%,1.9422
47.0,116642,47.0%,1.9440333333333333
46.9,116752,46.9%,1.9458666666666666
46.9,116862,46.9%,1.9477
46.8,116973,46.8%,1.94955
46.8,117084,46.8%,1.9514
46.7,117193,46.7%,1.9532166666666666
46.7,117304,46.7%,1.9550666666666667
46.6,117414,46.6%,1.9569
46.6,117524,46.6%,1.9587333333333334
46.5,117635,46.5%,1.9605833333333333
46.5,117745,46.5%,1.9624166666666667
46.4,117855,46.4%,1.96425
46.4,117965,46.4%,1.9660833333333334
46.3,118076,46.3%,1.9679333333333333
46.3,118185,46.3%,1.96975
46.2,118296,46.2%,1.9716
46.2,118407,46.2%,1.97345
46.1,118516,46.1%,1.9752666666666667
46.1,118627,46.1%,1.9771166666666666
46.0,118737,46.0%,1.97895
46.0,118847,46.0%,1.9807833333333333
45.9,118958,45.9%,1.9826333333333332
45.9,119068,45.9%,1.9844666666666666
45.8,119179,45.8%,1.9863166666666667
45.8,119288,45.8%,1.9881333333333333
45.7,119399,45.7%,1.9899833333333334
45.7,119510,45.7%,1.9918333333333333
45.6,119620,45.6%,1.9936666666666667
45.6,119731,45.6%,1.9955166666666666
45.5,119840,45.5%,1.9973333333333334
45.5,119951,45.5%,1.9991833333333333
45.4,120061,45.4%,2.0010166666666667
45.4,120171,45.4%,2.00285
45.3,120282,45.3%,2.0047
45.3,120392,45.3%,2.0065333333333335
45.2,120503,45.2%,2.008383333333333
45.2,120612,45.2%,2.0102
45.1,120723,45.1%,2.01205
45.1,120834,45.1%,2.0139
45.0,120943,45.0%,2.0157166666666666
45.0,121054,45.0%,2.0175666666666667
44.9,121164,44.9%,2.0194
44.9,121275,44.9%,2.02125
44.8,121384,44.8%,2.023066666666667
44.8,121495,44.8%,2.0249166666666665
44.7,121606,44.7%,2.0267666666666666
44.7,121716,44.7%,2.0286
44.6,121826,44.6%,2.0304333333333333
44.6,121936,44.6%,2.0322666666666667
44.5,122047,44.5%,2.034116666666667
44.5,122157,44.5%,2.03595
44.4,122267,44.4%,2.0377833333333335
44.4,122378,44.4%,2.039633333333333
44.3,122488,44.3%,2.0414666666666665
44.3,122598,44.3%,2.0433
44.2,122708,44.2%,2.0451333333333332
44.2,122819,44.2%,2.0469833333333334
44.1,122929,44.1%,2.0488166666666667
44.1,123039,44.1%,2.05065
44.0,123150,44.0%,2.0525
44.0,123259,44.0%,2.054316666666667
43.9,123370,43.9%,2.0561666666666665
43.9,123481,43.9%,2.0580166666666666
43.8,123591,43.8%,2.05985
43.8,123701,43.8%,2.0616833333333333
43.7,123811,43.7%,2.0635166666666667
43.7,123922,43.7%,2.065366666666667
43.6,124033,43.6%,2.0672166666666665
43.6,124142,43.6%,2.0690333333333335
43.5,124253,43.5%,2.070883333333333
43.5,124363,43.5%,2.0727166666666665
43.4,124474,43.4%,2.0745666666666667
43.4,124583,43.4%,2.0763833333333332
43.3,124694,43.3%,2.0782333333333334
43.3,124805,43.3%,2.0800833333333335
43.2,124914,43.2%,2.0819
43.2,125025,43.2%,2.08375
43.1,125135,43.1%,2.085583333333333
43.1,125246,43.1%,2.0874333333333333
43.0,125356,43.0%,2.0892666666666666
43.0,125466,43.0%,2.0911
42.9,125577,42.9%,2.09295
42.9,125686,42.9%,2.0947666666666667
42.8,125797,42.8%,2.096616666666667
42.8,125907,42.8%,2.09845
42.7,126018,42.7%,2.1003
42.7,126128,42.7%,2.102133333333333
42.6,126238,42.6%,2.1039666666666665
42.6,126349,42.6%,2.1058166666666667
42.5,126459,42.5%,2.10765
42.5,126569,42.5%,2.1094833333333334
42.4,126680,42.4%,2.1113333333333335
42.4,126790,42.4%,2.113166666666667
42.3,126900,42.3%,2.115
42.3,127010,42.3%,2.116833333333333
42.2,127121,42.2%,2.1186833333333333
42.2,127232,42.2%,2.1205333333333334
42.1,127341,42.1%,2.12235
42.1,127452,42.1%,2.1242
42.0,127562,42.0%,2.1260333333333334
42.0,127673,42.0%,2.127883333333333
41.9,127782,41.9%,2.1297
41.9,127893,41.9%,2.13155
41.8,128004,41.8%,2.1334
41.8,128114,41.8%,2.1352333333333333
41.7,128224,41.7%,2.1370666666666667
41.7,128334,41.7%,2.1389
41.6,128445,41.6%,2.14075
41.6,128556,41.6%,2.1426
41.5,128665,41.5%,2.144416666666667
41.5,128776,41.5%,2.1462666666666665
41.4,128886,41.4%,2.1481
41.4,128996,41.4%,2.1499333333333333
41.3,129106,41.3%,2.1517666666666666
41.3,129217,41.3%,2.1536166666666667
41.2,129328,41.2%,2.155466666666667
41.2,129437,41.2%,2.1572833333333334
41.1,129548,41.1%,2.159133333333333
41.1,129658,41.1%,2.1609666666666665
41.0,129769,41.0%,2.1628166666666666
41.0,129880,41.0%,2.1646666666666667
40.9,129989,40.9%,2.1664833333333333
40.9,130100,40.9%,2.1683333333333334
40.8,130210,40.8%,2.170166666666667
40.8,130320,40.8%,2.172
40.7,130430,40.7%,2.1738333333333335
40.7,130541,40.7%,2.175683333333333
40.6,130652,40.6%,2.1775333333333333
40.6,130762,40.6%,2.1793666666666667
40.5,130872,40.5%,2.1812
40.5,130982,40.5%,2.1830333333333334
40.4,131093,40.4%,2.1848833333333335
40.4,131203,40.4%,2.186716666666667
40.3,131313,40.3%,2.18855
40.3,131424,40.3%,2.1904
40.2,131534,40.2%,2.1922333333333333
40.2,131644,40.2%,2.1940666666666666
40.1,131755,40.1%,2.1959166666666667
40.1,131865,40.1%,2.19775
40.0,131975,40.0%,2.1995833333333334
40.0,132085,40.0%,2.201416666666667
39.9,132196,39.9%,2.2032666666666665
39.9,132306,39.9%,2.2051
39.8,132416,39.8%,2.206933333333333
39.8,132527,39.8%,2.2087833333333333
39.7,132637,39.7%,2.2106166666666667
39.7,132748,39.7%,2.212466666666667
39.6,132857,39.6%,2.2142833333333334
39.6,132968,39.6%,2.2161333333333335
39.5,133079,39.5%,2.217983333333333
39.5,133188,39.5%,2.2198
39.4,133299,39.4%,2.22165
39.4,133409,39.4%,2.2234833333333333
39.3,133520,39.3%,2.2253333333333334
39.3,133629,39.3%,2.22715
39.2,133740,39.2%,2.229
39.2,133851,39.2%,2.23085
39.1,133961,39.1%,2.232683333333333
39.1,134071,39.1%,2.2345166666666665
