Carga,Tempo (ms),Carga %,Tempo (min)
64.4,78224,64.4%,1.3037333333333334
64.4,78333,64.4%,1.30555
64.3,78444,64.3%,1.3074
64.3,78554,64.3%,1.3092333333333332
64.2,78664,64.2%,1.3110666666666666
64.2,78774,64.2%,1.3129
64.1,78884,64.1%,1.3147333333333333
64.1,78994,64.1%,1.3165666666666667
64.0,79105,64.0%,1.3184166666666666
64.0,79214,64.0%,1.3202333333333334
63.9,79325,63.9%,1.3220833333333333
63.9,79434,63.9%,1.3239
63.8,79545,63.8%,1.32575
63.8,79654,63.8%,1.3275666666666666
63.7,79765,63.7%,1.3294166666666667
63.7,79876,63.7%,1.3312666666666666
63.6,79985,63.6%,1.3330833333333334
63.6,80095,63.6%,1.3349166666666668
63.5,80205,63.5%,1.33675
63.5,80315,63.5%,1.3385833333333332
63.4,80425,63.4%,1.3404166666666666
63.4,80535,63.4%,1.34225
63.3,80646,63.3%,1.3441
63.3,80755,63.3%,1.3459166666666667
63.2,80866,63.2%,1.3477666666666666
63.2,80975,63.2%,1.3495833333333334
63.1,81086,63.1%,1.3514333333333333
63.1,81196,63.1%,1.3532666666666666
63.0,81306,63.0%,1.3551
63.0,81416,63.0%,1.3569333333333333
62.9,81526,62.9%,1.3587666666666667
62.9,81636,62.9%,1.3606
62.8,81746,62.8%,1.3624333333333334
62.8,81856,62.8%,1.3642666666666667
62.7,81967,62.7%,1.3661166666666666
62.7,82076,62.7%,1.3679333333333332
62.6,82187,62.6%,1.3697833333333334
62.6,82296,62.6%,1.3716
62.5,82407,62.5%,1.37345
62.5,82516,62.5%,1.3752666666666666
62.4,82627,62.4%,1.3771166666666668
62.4,82737,62.4%,1.37895
62.3,82847,62.3%,1.3807833333333333
62.3,82957,62.3%,1.3826166666666666
62.2,83067,62.2%,1.38445
62.2,83177,62.2%,1.3862833333333333
62.1,83288,62.1%,1.3881333333333334
62.1,83397,62.1%,1.38995
62.0,83508,62.0%,1.3918
62.0,83617,62.0%,1.3936166666666667
61.9,83728,61.9%,1.3954666666666666
61.9,83837,61.9%,1.3972833333333334
61.8,83948,61.8%,1.3991333333333333
61.8,84058,61.8%,1.4009666666666667
61.7,84168,61.7%,1.4028
61.7,84278,61.7%,1.4046333333333334
61.6,84388,61.6%,1.4064666666666668
61.6,84498,61.6%,1.4083
61.5,84609,61.5%,1.41015
61.5,84718,61.5%,1.4119666666666666
61.4,84828,61.4%,1.4138
61.4,84938,61.4%,1.4156333333333333
61.3,85048,61.3%,1.4174666666666667
61.3,85158,61.3%,1.4193
61.2,85268,61.2%,1.4211333333333334
